ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:1901606,alpha-amino acid catabolic process,0/132,101/18842,0,0,-0.846381872435675,1,1,1,"",0
GO:1901623,regulation of lymphocyte chemotaxis,0/132,23/18842,0,0,-0.403058137312115,1,1,1,"",0
GO:1901632,regulation of synaptic vesicle membrane organization,0/132,21/18842,0,0,-0.385114922134588,1,1,1,"",0
GO:1901634,positive regulation of synaptic vesicle membrane organization,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:1901658,glycosyl compound catabolic process,0/132,21/18842,0,0,-0.385114922134588,1,1,1,"",0
GO:1901663,quinone biosynthetic process,0/132,19/18842,0,0,-0.366297897596641,1,1,1,"",0
GO:1901678,iron coordination entity transport,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:1901679,nucleotide transmembrane transport,0/132,27/18842,0,0,-0.436748897537163,1,1,1,"",0
GO:1901731,positive regulation of platelet aggregation,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:1901739,regulation of myoblast fusion,0/132,58/18842,0,0,-0.640651730579912,1,1,1,"",0
GO:1901740,negative regulation of myoblast fusion,0/132,47/18842,0,0,-0.576540486956794,1,1,1,"",0
GO:1901750,leukotriene D4 biosynthetic process,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1901796,regulation of signal transduction by p53 class mediator,0/132,111/18842,0,0,-0.887530025022405,1,1,1,"",0
GO:1901797,negative regulation of signal transduction by p53 class mediator,0/132,40/18842,0,0,-0.531777573647406,1,1,1,"",0
GO:1901798,positive regulation of signal transduction by p53 class mediator,0/132,38/18842,0,0,-0.518285100061389,1,1,1,"",0
GO:1901836,regulation of transcription of nucleolar large rRNA by RNA polymerase I,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:1901838,positive regulation of transcription of nucleolar large rRNA by RNA polymerase I,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:1901844,regulation of cell communication by electrical coupling involved in cardiac conduction,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:1901847,nicotinate metabolic process,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:1901856,negative regulation of cellular respiration,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:1901857,positive regulation of cellular respiration,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:1901861,regulation of muscle tissue development,0/132,28/18842,0,0,-0.444775127108293,1,1,1,"",0
GO:1901863,positive regulation of muscle tissue development,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:1901879,regulation of protein depolymerization,0/132,88/18842,0,0,-0.789762351666056,1,1,1,"",0
GO:1901880,negative regulation of protein depolymerization,0/132,70/18842,0,0,-0.70403750286045,1,1,1,"",0
GO:1901881,positive regulation of protein depolymerization,0/132,19/18842,0,0,-0.366297897596641,1,1,1,"",0
GO:1901889,negative regulation of cell junction assembly,0/132,38/18842,0,0,-0.518285100061389,1,1,1,"",0
GO:1901890,positive regulation of cell junction assembly,0/132,95/18842,0,0,-0.820725561219591,1,1,1,"",0
GO:1901950,dense core granule transport,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1901970,positive regulation of mitotic sister chromatid separation,0/132,22/18842,0,0,-0.39418816182791,1,1,1,"",0
GO:1901976,regulation of cell cycle checkpoint,0/132,56/18842,0,0,-0.629475600981219,1,1,1,"",0
GO:1901978,positive regulation of cell cycle checkpoint,0/132,26/18842,0,0,-0.428573257866855,1,1,1,"",0
GO:1901993,regulation of meiotic cell cycle phase transition,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:1902001,fatty acid transmembrane transport,0/132,20/18842,0,0,-0.375823696578768,1,1,1,"",0
GO:1902003,regulation of amyloid-beta formation,0/132,51/18842,0,0,-0.600637147477136,1,1,1,"",0
GO:1902004,positive regulation of amyloid-beta formation,0/132,21/18842,0,0,-0.385114922134588,1,1,1,"",0
GO:1902017,regulation of cilium assembly,0/132,78/18842,0,0,-0.743338515213413,1,1,1,"",0
GO:1902018,negative regulation of cilium assembly,0/132,27/18842,0,0,-0.436748897537163,1,1,1,"",0
GO:1902019,regulation of cilium-dependent cell motility,0/132,31/18842,0,0,-0.468033513537355,1,1,1,"",0
GO:1902036,regulation of hematopoietic stem cell differentiation,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,0/132,38/18842,0,0,-0.518285100061389,1,1,1,"",0
GO:1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,0/132,28/18842,0,0,-0.444775127108293,1,1,1,"",0
GO:1902047,polyamine transmembrane transport,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:1902065,response to L-glutamate,0/132,17/18842,0,0,-0.346464717820737,1,1,1,"",0
GO:1902074,response to salt,0/132,22/18842,0,0,-0.39418816182791,1,1,1,"",0
GO:1902093,positive regulation of flagellated sperm motility,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:1902099,regulation of metaphase/anaphase transition of cell cycle,0/132,103/18842,0,0,-0.854766422117202,1,1,1,"",0
GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,0/132,60/18842,0,0,-0.651638527628289,1,1,1,"",0
GO:1902101,positive regulation of metaphase/anaphase transition of cell cycle,0/132,19/18842,0,0,-0.366297897596641,1,1,1,"",0
GO:1902106,negative regulation of leukocyte differentiation,0/132,109/18842,0,0,-0.879450963513604,1,1,1,"",0
GO:1902116,negative regulation of organelle assembly,0/132,49/18842,0,0,-0.588710836167025,1,1,1,"",0
GO:1902117,positive regulation of organelle assembly,0/132,80/18842,0,0,-0.752848300446955,1,1,1,"",0
GO:1902165,regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:1902166,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:1902170,cellular response to reactive nitrogen species,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,0/132,47/18842,0,0,-0.576540486956794,1,1,1,"",0
GO:1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,0/132,35/18842,0,0,-0.497366243942809,1,1,1,"",0
GO:1902229,regulation of intrinsic apoptotic signaling pathway in response to DNA damage,0/132,32/18842,0,0,-0.47553516526091,1,1,1,"",0
GO:1902230,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage,0/132,28/18842,0,0,-0.444775127108293,1,1,1,"",0
GO:1902237,positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1902253,regulation of intrinsic apoptotic signaling pathway by p53 class mediator,0/132,30/18842,0,0,-0.460410467649609,1,1,1,"",0
GO:1902254,negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator,0/132,21/18842,0,0,-0.385114922134588,1,1,1,"",0
GO:1902275,regulation of chromatin organization,0/132,33/18842,0,0,-0.482921080155088,1,1,1,"",0
GO:1902305,regulation of sodium ion transmembrane transport,0/132,43/18842,0,0,-0.551402715420296,1,1,1,"",0
GO:1902306,negative regulation of sodium ion transmembrane transport,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:1902307,positive regulation of sodium ion transmembrane transport,0/132,20/18842,0,0,-0.375823696578768,1,1,1,"",0
GO:1902358,sulfate transmembrane transport,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:1902410,mitotic cytokinetic process,0/132,39/18842,0,0,-0.525074318209442,1,1,1,"",0
GO:1902412,regulation of mitotic cytokinesis,0/132,21/18842,0,0,-0.385114922134588,1,1,1,"",0
GO:1902414,protein localization to cell junction,0/132,114/18842,0,0,-0.899515749934523,1,1,1,"",0
GO:1902423,regulation of attachment of mitotic spindle microtubules to kinetochore,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1902430,negative regulation of amyloid-beta formation,0/132,31/18842,0,0,-0.468033513537355,1,1,1,"",0
GO:1902455,negative regulation of stem cell population maintenance,0/132,22/18842,0,0,-0.39418816182791,1,1,1,"",0
GO:1902459,positive regulation of stem cell population maintenance,0/132,48/18842,0,0,-0.582657114924422,1,1,1,"",0
GO:1902460,regulation of mesenchymal stem cell proliferation,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1902473,regulation of protein localization to synapse,0/132,29/18842,0,0,-0.452659894469733,1,1,1,"",0
GO:1902475,L-alpha-amino acid transmembrane transport,0/132,68/18842,0,0,-0.693869976647335,1,1,1,"",0
GO:1902476,chloride transmembrane transport,0/132,111/18842,0,0,-0.887530025022405,1,1,1,"",0
GO:1902514,regulation of calcium ion transmembrane transport via high voltage-gated calcium channel,0/132,18/18842,0,0,-0.356518722862875,1,1,1,"",0
GO:1902548,negative regulation of cellular response to vascular endothelial growth factor stimulus,0/132,19/18842,0,0,-0.366297897596641,1,1,1,"",0
GO:1902563,regulation of neutrophil activation,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:1902570,protein localization to nucleolus,0/132,22/18842,0,0,-0.39418816182791,1,1,1,"",0
GO:1902622,regulation of neutrophil migration,0/132,41/18842,0,0,-0.538398077299233,1,1,1,"",0
GO:1902624,positive regulation of neutrophil migration,0/132,31/18842,0,0,-0.468033513537355,1,1,1,"",0
GO:1902633,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate metabolic process",0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:1902653,secondary alcohol biosynthetic process,0/132,66/18842,0,0,-0.683553444519687,1,1,1,"",0
GO:1902656,calcium ion import into cytosol,0/132,42/18842,0,0,-0.544938845356922,1,1,1,"",0
GO:1902667,regulation of axon guidance,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1902683,regulation of receptor localization to synapse,0/132,30/18842,0,0,-0.460410467649609,1,1,1,"",0
GO:1902692,regulation of neuroblast proliferation,0/132,20/18842,0,0,-0.375823696578768,1,1,1,"",0
GO:1902742,apoptotic process involved in development,0/132,21/18842,0,0,-0.385114922134588,1,1,1,"",0
GO:1902749,regulation of cell cycle G2/M phase transition,0/132,110/18842,0,0,-0.883499513425758,1,1,1,"",0
GO:1902750,negative regulation of cell cycle G2/M phase transition,0/132,74/18842,0,0,-0.723950561212253,1,1,1,"",0
GO:1902751,positive regulation of cell cycle G2/M phase transition,0/132,26/18842,0,0,-0.428573257866855,1,1,1,"",0
GO:1902774,late endosome to lysosome transport,0/132,22/18842,0,0,-0.39418816182791,1,1,1,"",0
GO:1902775,mitochondrial large ribosomal subunit assembly,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:1902882,regulation of response to oxidative stress,0/132,29/18842,0,0,-0.452659894469733,1,1,1,"",0
GO:1902902,negative regulation of autophagosome assembly,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:1902914,regulation of protein polyubiquitination,0/132,27/18842,0,0,-0.436748897537163,1,1,1,"",0
GO:1902916,positive regulation of protein polyubiquitination,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:1902930,regulation of alcohol biosynthetic process,0/132,55/18842,0,0,-0.623813362930432,1,1,1,"",0
GO:1902931,negative regulation of alcohol biosynthetic process,0/132,17/18842,0,0,-0.346464717820737,1,1,1,"",0
GO:1902932,positive regulation of alcohol biosynthetic process,0/132,31/18842,0,0,-0.468033513537355,1,1,1,"",0
GO:1902946,protein localization to early endosome,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:1902950,regulation of dendritic spine maintenance,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:1902953,positive regulation of ER to Golgi vesicle-mediated transport,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:1902965,regulation of protein localization to early endosome,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1902966,positive regulation of protein localization to early endosome,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1902969,mitotic DNA replication,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:1902992,negative regulation of amyloid precursor protein catabolic process,0/132,33/18842,0,0,-0.482921080155088,1,1,1,"",0
GO:1903008,organelle disassembly,0/132,76/18842,0,0,-0.73370754781504,1,1,1,"",0
GO:1903019,negative regulation of glycoprotein metabolic process,0/132,32/18842,0,0,-0.47553516526091,1,1,1,"",0
GO:1903035,negative regulation of response to wounding,0/132,92/18842,0,0,-0.807598166481001,1,1,1,"",0
GO:1903044,protein localization to membrane raft,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:1903059,regulation of protein lipidation,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1903076,regulation of protein localization to plasma membrane,0/132,114/18842,0,0,-0.899515749934523,1,1,1,"",0
GO:1903077,negative regulation of protein localization to plasma membrane,0/132,31/18842,0,0,-0.468033513537355,1,1,1,"",0
GO:1903078,positive regulation of protein localization to plasma membrane,0/132,64/18842,0,0,-0.673081054207394,1,1,1,"",0
GO:1903083,protein localization to condensed chromosome,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:1903115,regulation of actin filament-based movement,0/132,44/18842,0,0,-0.557792360956695,1,1,1,"",0
GO:1903140,regulation of establishment of endothelial barrier,0/132,17/18842,0,0,-0.346464717820737,1,1,1,"",0
GO:1903146,regulation of autophagy of mitochondrion,0/132,51/18842,0,0,-0.600637147477136,1,1,1,"",0
GO:1903169,regulation of calcium ion transmembrane transport,0/132,136/18842,0,0,-0.98306228731462,1,1,1,"",0
GO:1903170,negative regulation of calcium ion transmembrane transport,0/132,39/18842,0,0,-0.525074318209442,1,1,1,"",0
GO:1903236,regulation of leukocyte tethering or rolling,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:1903238,positive regulation of leukocyte tethering or rolling,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1903241,U2-type prespliceosome assembly,0/132,25/18842,0,0,-0.420239487852281,1,1,1,"",0
GO:1903244,positive regulation of cardiac muscle hypertrophy in response to stress,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1903251,multi-ciliated epithelial cell differentiation,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:1903276,regulation of sodium ion export across plasma membrane,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:1903278,positive regulation of sodium ion export across plasma membrane,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:1903305,regulation of regulated secretory pathway,0/132,116/18842,0,0,-0.907420385745053,1,1,1,"",0
GO:1903306,negative regulation of regulated secretory pathway,0/132,20/18842,0,0,-0.375823696578768,1,1,1,"",0
GO:1903307,positive regulation of regulated secretory pathway,0/132,44/18842,0,0,-0.557792360956695,1,1,1,"",0
GO:1903317,regulation of protein maturation,0/132,54/18842,0,0,-0.618099867926707,1,1,1,"",0
GO:1903318,negative regulation of protein maturation,0/132,22/18842,0,0,-0.39418816182791,1,1,1,"",0
GO:1903319,positive regulation of protein maturation,0/132,26/18842,0,0,-0.428573257866855,1,1,1,"",0
GO:1903332,regulation of protein folding,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:1903348,positive regulation of bicellular tight junction assembly,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1903350,response to dopamine,0/132,51/18842,0,0,-0.600637147477136,1,1,1,"",0
GO:1903351,cellular response to dopamine,0/132,51/18842,0,0,-0.600637147477136,1,1,1,"",0
GO:1903358,regulation of Golgi organization,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:1903365,regulation of fear response,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:1903376,regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,0/132,22/18842,0,0,-0.39418816182791,1,1,1,"",0
GO:1903377,negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:1903405,protein localization to nuclear body,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:1903409,reactive oxygen species biosynthetic process,0/132,59/18842,0,0,-0.646168188121849,1,1,1,"",0
GO:1903421,regulation of synaptic vesicle recycling,0/132,26/18842,0,0,-0.428573257866855,1,1,1,"",0
GO:1903426,regulation of reactive oxygen species biosynthetic process,0/132,49/18842,0,0,-0.588710836167025,1,1,1,"",0
GO:1903427,negative regulation of reactive oxygen species biosynthetic process,0/132,22/18842,0,0,-0.39418816182791,1,1,1,"",0
GO:1903428,positive regulation of reactive oxygen species biosynthetic process,0/132,19/18842,0,0,-0.366297897596641,1,1,1,"",0
GO:1903429,regulation of cell maturation,0/132,17/18842,0,0,-0.346464717820737,1,1,1,"",0
GO:1903432,regulation of TORC1 signaling,0/132,101/18842,0,0,-0.846381872435675,1,1,1,"",0
GO:1903441,protein localization to ciliary membrane,0/132,19/18842,0,0,-0.366297897596641,1,1,1,"",0
GO:1903490,positive regulation of mitotic cytokinesis,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:1903504,regulation of mitotic spindle checkpoint,0/132,32/18842,0,0,-0.47553516526091,1,1,1,"",0
GO:1903509,liposaccharide metabolic process,0/132,119/18842,0,0,-0.919152999288831,1,1,1,"",0
GO:1903513,endoplasmic reticulum to cytosol transport,0/132,30/18842,0,0,-0.460410467649609,1,1,1,"",0
GO:1903514,release of sequestered calcium ion into cytosol by endoplasmic reticulum,0/132,43/18842,0,0,-0.551402715420296,1,1,1,"",0
GO:1903533,regulation of protein targeting,0/132,29/18842,0,0,-0.452659894469733,1,1,1,"",0
GO:1903539,protein localization to postsynaptic membrane,0/132,52/18842,0,0,-0.60651329946757,1,1,1,"",0
GO:1903540,establishment of protein localization to postsynaptic membrane,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:1903541,regulation of exosomal secretion,0/132,17/18842,0,0,-0.346464717820737,1,1,1,"",0
GO:1903543,positive regulation of exosomal secretion,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:1903564,regulation of protein localization to cilium,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:1903580,positive regulation of ATP metabolic process,0/132,36/18842,0,0,-0.504434847677225,1,1,1,"",0
GO:1903587,regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis,0/132,49/18842,0,0,-0.588710836167025,1,1,1,"",0
GO:1903588,negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis,0/132,26/18842,0,0,-0.428573257866855,1,1,1,"",0
GO:1903589,positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis,0/132,23/18842,0,0,-0.403058137312115,1,1,1,"",0
GO:1903596,regulation of gap junction assembly,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1903599,positive regulation of autophagy of mitochondrion,0/132,26/18842,0,0,-0.428573257866855,1,1,1,"",0
GO:1903670,regulation of sprouting angiogenesis,0/132,66/18842,0,0,-0.683553444519687,1,1,1,"",0
GO:1903671,negative regulation of sprouting angiogenesis,0/132,29/18842,0,0,-0.452659894469733,1,1,1,"",0
GO:1903672,positive regulation of sprouting angiogenesis,0/132,31/18842,0,0,-0.468033513537355,1,1,1,"",0
GO:1903707,negative regulation of hemopoiesis,0/132,114/18842,0,0,-0.899515749934523,1,1,1,"",0
GO:1903725,regulation of phospholipid metabolic process,0/132,38/18842,0,0,-0.518285100061389,1,1,1,"",0
GO:1903727,positive regulation of phospholipid metabolic process,0/132,19/18842,0,0,-0.366297897596641,1,1,1,"",0
GO:1903729,regulation of plasma membrane organization,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:1903764,regulation of potassium ion export across plasma membrane,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:1903779,regulation of cardiac conduction,0/132,29/18842,0,0,-0.452659894469733,1,1,1,"",0
GO:1903789,regulation of amino acid transmembrane transport,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:1903798,regulation of miRNA processing,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:1903826,L-arginine transmembrane transport,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:1903830,magnesium ion transmembrane transport,0/132,20/18842,0,0,-0.375823696578768,1,1,1,"",0
GO:1903859,regulation of dendrite extension,0/132,24/18842,0,0,-0.411737985562741,1,1,1,"",0
GO:1903861,positive regulation of dendrite extension,0/132,22/18842,0,0,-0.39418816182791,1,1,1,"",0
GO:1903894,regulation of IRE1-mediated unfolded protein response,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:1903897,regulation of PERK-mediated unfolded protein response,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:1903898,negative regulation of PERK-mediated unfolded protein response,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:1903902,positive regulation of viral life cycle,0/132,22/18842,0,0,-0.39418816182791,1,1,1,"",0
GO:1903909,regulation of receptor clustering,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:1903911,positive regulation of receptor clustering,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:1903939,regulation of TORC2 signaling,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:1903963,arachidonate transport,0/132,27/18842,0,0,-0.436748897537163,1,1,1,"",0
GO:1903975,regulation of glial cell migration,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:1903977,positive regulation of glial cell migration,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1903978,regulation of microglial cell activation,0/132,18/18842,0,0,-0.356518722862875,1,1,1,"",0
GO:1903998,regulation of eating behavior,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:1904037,positive regulation of epithelial cell apoptotic process,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:1904044,response to aldosterone,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:1904046,negative regulation of vascular endothelial growth factor production,0/132,28/18842,0,0,-0.444775127108293,1,1,1,"",0
GO:1904152,"regulation of retrograde protein transport, ER to cytosol",0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:1904178,negative regulation of adipose tissue development,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:1904181,positive regulation of membrane depolarization,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:1904262,negative regulation of TORC1 signaling,0/132,51/18842,0,0,-0.600637147477136,1,1,1,"",0
GO:1904263,positive regulation of TORC1 signaling,0/132,55/18842,0,0,-0.623813362930432,1,1,1,"",0
GO:1904350,regulation of protein catabolic process in the vacuole,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:1904353,regulation of telomere capping,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:1904356,regulation of telomere maintenance via telomere lengthening,0/132,54/18842,0,0,-0.618099867926707,1,1,1,"",0
GO:1904357,negative regulation of telomere maintenance via telomere lengthening,0/132,30/18842,0,0,-0.460410467649609,1,1,1,"",0
GO:1904358,positive regulation of telomere maintenance via telomere lengthening,0/132,26/18842,0,0,-0.428573257866855,1,1,1,"",0
GO:1904375,regulation of protein localization to cell periphery,0/132,154/18842,0,0,-1.04660063605563,1,1,1,"",0
GO:1904376,negative regulation of protein localization to cell periphery,0/132,36/18842,0,0,-0.504434847677225,1,1,1,"",0
GO:1904377,positive regulation of protein localization to cell periphery,0/132,76/18842,0,0,-0.73370754781504,1,1,1,"",0
GO:1904385,cellular response to angiotensin,0/132,34/18842,0,0,-0.490196489878786,1,1,1,"",0
GO:1904427,positive regulation of calcium ion transmembrane transport,0/132,55/18842,0,0,-0.623813362930432,1,1,1,"",0
GO:1904464,regulation of matrix metallopeptidase secretion,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:1904478,regulation of intestinal absorption,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:1904491,protein localization to ciliary transition zone,0/132,22/18842,0,0,-0.39418816182791,1,1,1,"",0
GO:1904505,regulation of telomere maintenance in response to DNA damage,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:1904507,positive regulation of telomere maintenance in response to DNA damage,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:1904580,regulation of intracellular mRNA localization,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1904587,response to glycoprotein,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1904627,response to phorbol 13-acetate 12-myristate,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:1904628,cellular response to phorbol 13-acetate 12-myristate,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:1904666,regulation of ubiquitin protein ligase activity,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,0/132,51/18842,0,0,-0.600637147477136,1,1,1,"",0
GO:1904738,vascular associated smooth muscle cell migration,0/132,50/18842,0,0,-0.594703571845774,1,1,1,"",0
GO:1904749,regulation of protein localization to nucleolus,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:1904752,regulation of vascular associated smooth muscle cell migration,0/132,49/18842,0,0,-0.588710836167025,1,1,1,"",0
GO:1904753,negative regulation of vascular associated smooth muscle cell migration,0/132,24/18842,0,0,-0.411737985562741,1,1,1,"",0
GO:1904754,positive regulation of vascular associated smooth muscle cell migration,0/132,26/18842,0,0,-0.428573257866855,1,1,1,"",0
GO:1904779,regulation of protein localization to centrosome,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:1904847,regulation of cell chemotaxis to fibroblast growth factor,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1904861,excitatory synapse assembly,0/132,42/18842,0,0,-0.544938845356922,1,1,1,"",0
GO:1904862,inhibitory synapse assembly,0/132,29/18842,0,0,-0.452659894469733,1,1,1,"",0
GO:1904867,protein localization to Cajal body,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:1904869,regulation of protein localization to Cajal body,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1904871,positive regulation of protein localization to Cajal body,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1904872,regulation of telomerase RNA localization to Cajal body,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:1904888,cranial skeletal system development,0/132,33/18842,0,0,-0.482921080155088,1,1,1,"",0
GO:1904889,regulation of excitatory synapse assembly,0/132,21/18842,0,0,-0.385114922134588,1,1,1,"",0
GO:1904894,positive regulation of receptor signaling pathway via STAT,0/132,54/18842,0,0,-0.618099867926707,1,1,1,"",0
GO:1904896,ESCRT complex disassembly,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1904903,ESCRT III complex disassembly,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:1904948,midbrain dopaminergic neuron differentiation,0/132,17/18842,0,0,-0.346464717820737,1,1,1,"",0
GO:1904995,negative regulation of leukocyte adhesion to vascular endothelial cell,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:1905037,autophagosome organization,0/132,121/18842,0,0,-0.926894297258531,1,1,1,"",0
GO:1905039,carboxylic acid transmembrane transport,0/132,147/18842,0,0,-1.02234618160651,1,1,1,"",0
GO:1905063,regulation of vascular associated smooth muscle cell differentiation,0/132,20/18842,0,0,-0.375823696578768,1,1,1,"",0
